,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Data Scientist,Employer Provided Salary:$180K - $250K,"Are you interested in working with a new and exciting product that will impact thousands of lives? Our client is currently creating a new platform that has been growing at a rapid pace and is looking to improve it as they acquire traction in their industry.
This platform has already begun to impact many lives and by joining you will too! As a Data Engineer, you will be working with the latest tech and collaborating with other talented engineers across the US. You will also have to opportunity to solve challenging problems to improve the growing company.
Requirements:
4 years of Scala
4 years of Spark",4.6,"Signify Technology
4.6",Remote,-1,-1,-1,-1,-1,-1
11,Jr. Data Scientist,$75K - $134K (Glassdoor est.),"Jr Data Scientist

Sprezzatura seeks a Jr. Data Scientist to join our expanding team. This individual will work with the Department of Veterans Affairs Veteran Experience Office and perform data collection, modeling, analysis, documentation, and product generation. Assisting the department to identify and capture actionable insights to improve the Customer Experience of those who engage with the VA. The role will provide analytics and reporting from contact centers and digital data sources (Customer Relationship Management (CRM) systems, Telephony (Cisco/Avaya), KM, Chat, VA.gov, and Medallia).",4.6,"Sprezzatura Management Consulting
4.6","Washington, DC",-1,-1,-1,-1,-1,-1
12,BHJOB15656_16794 - Data Scientist,-1,"The recruitment team here at Myticas is looking to hire 2 Data Scientists to assist with building our client's nextgen (next generation) of advanced analytics products using AI, Data Science, and ML (Machine learning).
The Data Scientists we are seeking will collaborate across internal teams to create predictive models and identify opportunities to make informed business decisions and create value for our customer base. The primary responsibilities will be applying a knowledge of statistics, machine learning (ML) programming, data modeling, simulation, and advanced mathematics for recognizing patterns, identify opportunities, posing business questions, and making valuable discoveries leading to prototype development and new product offerings.
REQUIREMENTS:
Degree in a scientific or quantitative field or a proven proficiency in these areas",3.7,"Myticas Consulting
3.7",Remote,-1,-1,-1,-1,-1,-1
13,Data Scientist,$82K - $162K (Glassdoor est.),"Who we’re looking for:
The Data Scientist will be a technology leader that will bring our Data Science practices to the next level using a hands-on approach and a passion for deriving business insights through machine learning and deep learning.
Reporting to the Group Manager Vehicle & Parts Supply Chain, the Data Scientist will support the Vehicle– Parts Supply Chains department's objective to increase NA vehicle/ parts supply chain efficiencies, finding new sources of revenue and accelerate their transformation and adoption of modern & emerging technologies/platforms.
This team member should demonstrate strong initiative, technical leadership, relationship building and influential communication skills, well organized and able to work under pressure in addition to applying the principles of the Toyota Way.",3.9,"Toyota
3.9","Plano, TX",-1,-1,-1,-1,-1,-1
14,Senior Data Scientist,Employer Provided Salary:$148K,"About Lark
Lark is the world's largest A.I. healthcare provider, servicing nearly 2 million patients living with or at risk of a chronic disease. Lark is a companion app on the user's phone providing real-time coaching, guidance, and health insights to users. We are on a mission to disrupt the healthcare industry and make the world a healthier, happier place. Come join our team!
The Role
We are looking for a talented Senior Data Scientist to serve as a leader on our growing remote team. You'll work with the data, product and business teams using machine learning and advanced analytics to understand user behavior and give recommendations on the best action to take to improve outcomes for our users and the business.
What You'll Do
Serve as a team leader, establishing scalable processes and technical best practices to enable team success as the organization grows",4.3,"Lark Health
4.3","Mountain View, CA",-1,-1,-1,-1,-1,-1
15,Data Scientist,$82K - $164K (Glassdoor est.),"About ClosedLoop:
ClosedLoop.ai is healthcare's data science platform. Purpose-built and dedicated to healthcare, we make it easy for healthcare organizations (HCOs) to use AI to improve outcomes and reduce costs. Our platform combines an intuitive end-to-end machine learning platform with a comprehensive library of healthcare-specific features and model templates.
We're the leader in delivering unbiased accuracy and explainable AI healthcare solutions. Regardless of whether our customers have extensive data science teams or are just starting out, our products are engineered to help them harness the power of AI to improve patient outcomes, achieve clinical excellence, and enhance business success.
What sets us apart is our commitment and ability to deliver AI solutions at-scale in healthcare. We're ready to help change the world. Are you? Come join us!",4.8,"ClosedLoop
4.8","Austin, TX",-1,-1,-1,-1,-1,-1
16,Data Scientist,Employer Provided Salary:$63 - $125 Per Hour,"Job Title
Data Scientist
Relevant Experience
(in Yrs)
5+ years total experience with last 3+ years working as Data Scientist and at least a year working on Azure AI/ML services
Technical/Functional Skills
Experience Required",-1,Pyramid Global Technologies,"Redmond, WA",-1,-1,-1,-1,-1,-1
17,Data Scientist,$76K - $151K (Glassdoor est.),"Source Systems is now inviting the brightest, creative and passionate minds to become a part of our Data Scientist Internship Program. Work with our industry experts to gain unrivaled knowledge at both the strategic level (generating bold and innovative ideas for data science-driven growth) and at the tactical level across multiple teams (building and testing hypotheses, creating predictive analytics models, incorporating findings into proof points supporting product launches). These invaluable experiences will greatly increase your skills and value to employers. We know what it takes to leverage powerful data systems that are used to provide important results for company planning and key decision making.
Job Description
A position at Source Systems is a rich experience that cannot be duplicated in any other learning/working environment. We are looking for a Data Scientist Intern that helps us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high-quality prediction systems integrated with our products.",4.4,"Source Enterprises
4.4","New York, NY",-1,-1,-1,-1,-1,-1
18,Data Scientist - Entry Level,$69K - $119K (Glassdoor est.),"Job Details
New ideas are all around us, but only a few will change the world. That’s our focus at JPL. We ask the biggest questions, then search the universe for answers—literally. We build upon ideas that have guided generations, then share our discoveries to inspire generations to come. Your mission—your opportunity—is to seek out the answers that bring us one step closer. If you’re driven to discover, create, and inspire something that lasts a lifetime and beyond, you’re ready for JPL.
Located in Pasadena, California, JPL has a campus-like environment situated on 177 acres in the foothills of the San Gabriel Mountains and offers a work environment unlike any other: we inspire passion, foster innovation, build collaboration, and reward excellence.",4.5,"JPL/NASA
4.5","Pasadena, CA",-1,-1,-1,-1,-1,-1
19,Data Scientist,$67K - $133K (Glassdoor est.),"Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse data sources, including ""big data"", to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Performs complex statistical analysis on experimental or business data to validate and quantify trends or patterns identified by business analysts. Uses advanced mathematical and statistical concepts and theories to analyze and collect data and construct solutions to business problems. Constructs predictive models, algorithms and probability engines to support data analysis or product functions; verifies model and algorithm effectiveness based on real-world results. Uses machine language and statistical modeling techniques such as decision trees, logistic regression, Bayesian analysis and others to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.",4.0,"Lexmark International, Inc.
4.0","Lexington, KY",-1,-1,-1,-1,-1,-1
20,Data Scientist - New College Grad,$62K - $139K (Glassdoor est.),"Data and its proper use is crucial to that vision and the data science team plays a fundamental role in understanding and interpreting those data sources.

The Wealthfront data science team creates data products to deliver personalized financial product experiences, develops best in class investment algorithms, and analyzes our rich financial and behavioral data to make key business decisions. The team draws from a variety of backgrounds in Computer Science & Engineering, Statistics, Economics, Math, Operations Research, and Financial Engineering. We derive strength from this diversity and are constantly learning and teaching each other in a down-to-earth and dynamic environment. We are neither too big where you would be just another cog in the system, nor are we too small that none of our efforts can be realized.

As a Data Scientist in Wealthfront’s Data Science organization, you’ll be responsible for improving the quality of our decisions using data and the scientific method. Your work will generate tools and insights that inform product and business decisions throughout the company and across the product lifecycle, from ideation and research to launch and iteration. You will mentor and collaborate with your data science colleagues with a focus on technical skills and career development. We are fortunate to work with experienced product managers and engineers that have worked on products at companies like Facebook, Google, Twitter and Apple. This is an opportunity to learn from some of the most experienced operators in the startup world and to further an important and meaningful mission. Our Data Science team focuses on product analytics (for the product areas of Investments and Banking), A/B Testing, growth/marketing analytics, and risk analytics (fraud, credit).",4.5,"Wealthfront
4.5","Palo Alto, CA",-1,-1,-1,-1,-1,-1
21,Data Scientist,Employer Provided Salary:$55 - $60 Per Hour,"Job Description:
Python
Machine learning
Neural networks
Data visualization
Data wrangling
· (clustering, decision tree learning, artificial neural networks, Deep Learning etc.) and their real-world advantages/drawbacks.
· Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.",-1,Amaze Systems Inc,Remote,-1,-1,-1,-1,-1,-1
22,Jr. Data Scientist (Remote),-1,"ReviewTrackers empowers businesses to understand their customers better through advanced review and customer feedback technology. ReviewTrackers software business solutions allow for analyzing, amplifying, and maximizing customer feedback to accelerate customer acquisition and improve customer retention while driving more authentic connections with customers.
At ReviewTrackers, we cultivate an inclusive, dynamic, fun, and communicative team environment. We value crafting a team that has a diverse set of backgrounds and respects a healthy expression of diverse opinions. We work to inspire our team to experiment with new ideas while collaborating and communicating with one another to find solutions!
ReviewTrackers is currently looking for a passionate, self-motivated, and collaborative* Jr. Data Scientist to join our Product and Engineering Team*. Our Data Scientist will be working on our sentiment analysis and KW extraction models as well as creating new ones as we continue to grow our product. This position has the opportunity to grow into a team leadership role as the team expands in 2022.",4.6,"ReviewTrackers
4.6",Remote,-1,-1,-1,-1,-1,-1
23,"Senior Data Scientist, Customer Economics",$65K - $122K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Tempe, AZ",-1,-1,-1,-1,-1,-1
24,Data Scientist,$83K - $166K (Glassdoor est.),"Job Description

Data & Analysis – Data Scientist
We are the connected marketing agency, a full-service agency with modern creative & media, data, and technology services all under one roof.
The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.
Digitas’ Data Science practice sits within our DNA (Data & Analysis) capability, and develops industry-leading analytical solutions for clients across industries, channels and business functions. We apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with an emphasis on game-changing—and measureable—business impact. We work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.",3.8,"Digitas
3.8","New York, NY",-1,-1,-1,-1,-1,-1
25,"Data Scientist, Media Consulting",$59K - $157K (Glassdoor est.),"Known is a modern marketing company engineered to meet the unprecedented challenges and opportunities facing marketers today. We are setting a new standard by pairing data scientists with award-winning creatives, expert research teams, and strategists to deliver clients the most advanced, end-to-end solutions they need, in the most efficient, effective, and transparent ways. Anchored by two decades of groundbreaking market research and data science, we provide brands with consumer intelligence, strategy, media planning and buying, and renowned creative in all media, producing some of the most innovative, cutting-edge work in culture today. With offices in New York, Boston, Austin, Los Angeles and Seattle, we are a community of 450+ extraordinarily talented people, working as one team to help our clients succeed.
The Role:
Known's Media Science team uses advanced analytics, machine learning, statistics, and algorithms to plan and optimize advertising dollars. We partner with our clients to translate their business goals into meaningful metrics, and buy media across all channels to drive those target outcomes. We are looking for a Data Scientist, Media Consulting to join the team and work alongside strategists, analysts, data scientists, and software engineers. In this role, you will lead the data science arm of our media campaigns, owning the relationship with the client when it comes to optimization and data. You will be in a primarily client-facing position with heavy project ownership and emphasis on communicating with executive stakeholders.",4.1,"Known
4.1","New York, NY",-1,-1,-1,-1,-1,-1
26,Data Scientist,$74K - $149K (Glassdoor est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You'll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.",3.6,"Noom US
3.6","New York, NY",-1,-1,-1,-1,-1,-1
27,data scientist (multiple openings) - Remote,$57K - $136K (Glassdoor est.),"Job Posting
: Mar 14, 2022
Job Posting End Date
: Ongoing
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",-1,-1,-1,-1,-1,-1
28,Data Scientist,$78K - $154K (Glassdoor est.),"Yext (NYSE: YEXT) is building the next big thing in AI search, and the next big thing is answers.

With the explosion of information and data online, search has never been more important. However, while the world of consumer search has innovated over time, enterprise search has not. In fact, the majority of enterprise search is powered by outdated keyword technology that only scans for keywords and delivers a list of hyperlinks rather than actually answering questions. Yext, the AI Search Company, offers a modern, AI-powered Answers Platform that understands natural language so that when people ask questions about a business online they get direct answers – not links.

We have a big, audacious mission to transform the enterprise with AI search. To achieve that, we need bright minds and diverse perspectives to join our growing company and help us continue to disrupt an industry. Does this sound like you?",4.0,"Yext
4.0","New York, NY",-1,-1,-1,-1,-1,-1
29,Data Scientist,Employer Provided Salary:$78K - $183K,"Our Maya team is expanding and we are looking for a Business intelligence analyst to help Maya understand company data coming in.
There are 2 inputs to Maya. One from Company data, and the other from external market data.
Our Analyst will be dealing with data coming in from BI platforms for Maya to analyze for marketing insights and predictions.
Position Summary: Being able to analyze current or companies’ historical data and create models and algorithms on what we could do. Studying organic marketing behavioral patterns and developing proposed algorithms for ML engineers to achieve predictions and insights on how businesses can increase their ROI for marketing spend.
Challenges: Discovering new methods to analyze datasets and forming new algorithms.",-1,Maya Ai inc.,Remote,-1,-1,-1,-1,-1,-1
30,Data Scientist - Analytics,$115K - $196K (Glassdoor est.),"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
Data is central to Twitch's decision-making process, and data scientists are a critical component to evangelize data-driven decision making in all of our operations. As a data scientist at Twitch, you will be on the ground floor with your team, shaping the way performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for your team.",3.9,"Twitch
3.9",,-1,-1,-1,-1,-1,-1
31,Data Scientist,$115K - $196K (Glassdoor est.),"Company Description

About Us: Cutera is a leading global aesthetics device company with a comprehensive product portfolio and a global distribution footprint. We are a fast-paced, high-tech medical device company looking for the right person to help grow our business and reap the rewards of doing it! We hire the best people and provide them the best comp and benefits to help improve their lives. Read more at www.cutera.com

Job Description
Establish performance criteria and success metrics in accordance with clinical requirements.",3.6,"Cutera
3.6","Brisbane, CA",-1,-1,-1,-1,-1,-1
32,Data Scientist,$115K - $196K (Glassdoor est.),"Circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments, commerce and financial applications worldwide. Circle platforms and products provide a suite of internet-native financial services for payments, treasury infrastructure and capital formation. Circle is also a principal developer of USD Coin (USDC), which has become the fastest growing dollar digital currency in the world. USDC has grown to over 53+ billion in circulation and supported over $1.9+ trillion in transactions in the past year. Circle's payments and treasury infrastructure services available through the Circle Account and APIs helps bridge the legacy financial system and digital currency and blockchain based finance. Circle's SeedInvest service brings internet-native fundraising and capital formation to startups and growth companies. Combined, Circle's suite of services helps companies to participate in a more open, global and inclusive financial system.",4.1,"Circle
4.1","Phoenix, AZ",-1,-1,-1,-1,-1,-1
33,Data Scientist,$115K - $196K (Glassdoor est.),"Do you want to be part of Boston's hottest up and coming startup? Insurify is one of the fastest-growing MIT FinTech startups and has been recognized as a global Top 100 InsurTech company. We're changing the way millions of people compare and buy insurance with artificial intelligence, technology, and superior product design.
Our team is highly analytical, fast-moving, and focused on one thing: getting more people to compare insurance quotes using Insurify.
Join us if you like
$1.3 Trillion market opportunity
MIT alumni founders
Female-led startup",4.5,"Insurify
4.5","Cambridge, MA",-1,-1,-1,-1,-1,-1
34,Data Scientist,$115K - $196K (Glassdoor est.),"Interested in Augmented Reality? Do you want to be part of a team that is changing the way the world interacts with mobile devices? We are an all-star team working to pioneer the next wave of technology - reimagining the way the world interacts with technology today. 8th Wall's mission is to break the wall between the digital and physical worlds, and we're hard at work to bring augmented reality technology into the hands of developers worldwide.
8th Wall is looking for a world-class Data Scientist to join our data team. The team is focused on uncovering critical insights, setting strategic goals, measuring impact and leveraging findings to power intelligent business decisions. You will be working closely with our engineers, PMs, and designers to improve our products. You will be directly involved in solving problems including, but not limited to, marketing attribution, business analytics, funnel optimization, financial planning and modeling.",5.0,"8th Wall
5.0","Palo Alto, CA",-1,-1,-1,-1,-1,-1
35,Data Scientist,$115K - $196K (Glassdoor est.),"Foxconn is currently seeking a data scientist to join our Industrial Artificial Intelligence (iAI) team, where we provide AI powered smart manufacturing solutions to help businesses grow. The Data Scientist plays a key role in developing, validating, implementing, and deploying data science solutions for various industrial applications, especially in the context of manufacturing. Provide a reliable support to product development converted from specific applications.
Responsibilities include:
· Designing, training, and optimizing novel deep learning models in the industrial AI area.
· Developing, maintaining, and utilizing complex data pipelines, from data collection to annotation to training.
· Analyzing and quantitatively evaluating model performance.",3.3,"Foxconn
3.3","Mount Pleasant, WI",-1,-1,-1,-1,-1,-1
36,"Senior Data Scientist, Analytics",$115K - $196K (Glassdoor est.),"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
Data is central to Twitch's decision-making process, and data scientists are a critical component to evangelize data-driven decision making in all of our operations. As a data scientist at Twitch, you will be on the ground floor with your team, shaping the way performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for your team.",3.9,"Twitch
3.9","San Francisco, CA",-1,-1,-1,-1,-1,-1
37,Data Scientist,$115K - $196K (Glassdoor est.),"Life at Plume
At Plume, we believe that technology isn't about moving faster, it's about making life's moments better. Which is why we've built the world's first, and only, open and hardware-independent service delivery platform for smart homes, small businesses, enterprises, and beyond. Our SaaS platform uses WiFi, advanced AI, and machine learning to create the future of connected spaces—and human experiences—at massive scale.
We now deliver services to over 35 million locations globally and have managed over 1.2 billion devices on our platform. We're expanding rapidly, pioneering a new category, and we achieved our Series F funding in just four years. Our customers include many of the world's largest Communications Service Providers (CSPs) who look to Plume to help them evolve their smart home offerings while gleaning insights from their own data.",5.0,"Plume
5.0","Palo Alto, CA",-1,-1,-1,-1,-1,-1
38,Data Scientist,$115K - $196K (Glassdoor est.),"The Data Science team builds production machine learning models that are the core of Signifyd's product.
We help businesses of all sizes minimize their fraud exposure and grow their sales. We also improve the e-commerce shopping experience for individuals by reducing the number of folks' orders that are incorrectly declined and by making account hijacking less profitable for criminals.
The team has end-to-end ownership of our decisioning engine, from research and development to online performance and risk management.
We value collaboration and team ownership - no one should feel they're solving a hard problem alone.
Together we help each other develop our skills through peer review of experiments and code, group paper study to deepen our ML and stats understanding, and frequent knowledge-sharing through live demos, write-ups, and special cross-team projects.
The Data Science and Engineering team at Signifyd have always had a strong contingent of remote folks, individual contributors and team leads. The challenges of working remotely aren't new to us and we have experience iterative improvements to our remote culture.",4.9,"Signifyd
4.9","Austin, TX",-1,-1,-1,-1,-1,-1
39,Data Scientist,$115K - $196K (Glassdoor est.),"About the role:
The data scientist will be responsible for developing and maintaining ML models, using alternative data, for various stages of the credit lifecycle: approval, user behavior monitoring and collections.
Key responsibilities:
Data cleaning, manipulation and aggregation for exploration and developing predictive models.
Research and implement algorithms to model real-world payments patterns
Analyse/test the model's effectiveness",-1,Net2Aspire LLC,"California City, CA",-1,-1,-1,-1,-1,-1
